위치,일자,현재발전출력,계절,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),수평일사량,경사일사량,외기온도,위치코드
당진,2017-01-23,318.53728369246534,겨울,-6.3,3.17,0.0,0.0,10.1,8.2,4.0,4.0,1.8,171.816921660087,251.0054706411061,4.037057258568545,1
당진,2017-01-24,81.91358464282057,겨울,-6.5,0.0,0.0,0.0,10.2,9.1,1.4,1.4,0.9,414.0577377663526,169.2873597366539,8.197825256256671,1
당진,2017-01-25,143.80237616461935,겨울,-6.0,0.0,0.0,0.0,10.2,9.2,0.0,0.0,0.4,233.29350877075484,291.86730695727266,8.115970767394145,1
당진,2017-01-26,47.23175302049476,겨울,-1.5,0.0,0.0,0.0,10.2,6.7,6.4,3.3,0.8,75.37554695070958,416.82725439134106,11.0751382590406,1
당진,2017-01-27,162.28831330766448,겨울,-1.7,2.28,0.0,2.7,10.2,9.0,2.1,1.0,3.2,283.2687012851995,108.2897885507515,12.476136341742986,1
당진,2017-01-28,11.618626316070154,겨울,-0.6,0.0,0.0,0.0,10.3,7.3,4.9,3.0,1.9,203.18329461897687,199.8329967500497,5.319343436655178,1
당진,2017-01-29,68.23256490091704,겨울,0.9,16.18,0.0,6.0,10.3,0.0,10.0,7.9,3.3,182.64037733703924,173.60803730021814,5.924429070615503,1
당진,2017-01-30,48.66315247481972,겨울,-3.9,1.25,0.0,0.2,10.3,8.2,4.4,4.4,3.7,157.2169074096479,116.39641773301412,4.182614225467948,1
당진,2017-01-31,42.25630677941282,겨울,-5.7,0.0,0.0,0.0,10.4,8.3,3.0,1.4,1.9,342.3496328970828,220.1850195058757,12.054920967819708,1
당진,2018-01-01,27.9768383800667,겨울,-2.2,0.0,0.0,0.0,9.7,8.7,0.0,0.0,-0.1,150.3938593527403,205.96717107086835,9.243788438545897,1
당진,2018-01-02,390.8109909933556,겨울,0.0,0.0,0.0,0.0,9.7,3.1,0.0,0.0,-0.7,90.47434627850024,283.7693080417268,9.477219702342428,1
당진,2018-01-03,125.18433457221448,겨울,0.0,0.0,0.0,0.0,9.7,8.7,0.0,0.0,-0.1,316.48131909011795,116.33851259897898,7.780136638686184,1
당진,2018-01-04,88.06655589334629,겨울,-3.9,0.0,0.0,0.0,9.7,4.5,0.0,0.0,-1.2,135.4766069215874,169.02657685577734,2.706497965925141,1
당진,2018-01-05,62.365552968886846,겨울,-1.9,0.0,0.0,0.0,9.8,6.9,0.0,0.0,-0.5,389.1378547409263,91.93138052469276,4.552582970177575,1
당진,2018-01-06,123.68970465944427,겨울,-2.8,0.0,0.0,0.0,9.8,8.7,0.0,0.0,-0.4,313.1142338699214,248.65684952271647,12.530568504377936,1
당진,2018-01-07,138.33618093235347,겨울,-1.6,0.0,0.0,0.0,9.8,1.3,0.0,0.0,-1.3,206.7111579985762,229.81742124225747,11.109186747412036,1
당진,2018-01-08,290.1193344824395,겨울,0.9,0.0,0.0,2.2,9.8,0.7,0.0,0.0,0.3,193.5698037367552,127.03610438174024,13.540599867869076,1
당진,2018-01-09,109.23135736862756,겨울,-2.0,0.0,0.0,11.1,9.8,6.0,0.0,0.0,-0.1,125.66096374865177,429.6070192785464,3.704565425485174,1
당진,2018-01-10,42.65938046744228,겨울,-5.7,0.0,0.0,2.5,9.8,0.4,0.0,0.0,0.1,200.45776655610644,274.3248530860716,3.1268145131914613,1
당진,2018-01-11,11.39093569367013,겨울,-7.9,0.0,0.0,0.0,9.8,5.1,0.0,0.0,0.3,232.24220595992875,370.7681776144569,8.501740759795128,1
당진,2018-01-12,298.3531892368945,겨울,-7.7,0.0,0.0,0.0,9.9,8.8,0.0,0.0,0.1,350.8814074790712,233.7361639323729,7.343277315587711,1
당진,2018-01-13,144.89971032782077,겨울,-2.6,0.0,0.0,1.0,9.9,7.1,0.0,0.0,0.2,405.231353054171,409.535084268491,8.121857456828703,1
당진,2018-01-14,330.79801468668614,겨울,0.2,0.0,0.0,0.0,9.9,7.1,0.0,0.0,-0.1,41.49548092335253,117.65271378049846,3.248643842786851,1
당진,2018-01-15,5.302209644541578,겨울,3.4,0.0,0.0,0.0,9.9,8.0,0.0,0.0,1.8,77.61758554867099,165.31956859140936,7.490558284856584,1
당진,2018-01-16,304.48098771429983,겨울,2.9,0.0,0.0,0.2,9.9,0.0,0.0,0.0,1.7,438.18186927053614,57.94801710380529,9.994200663110778,1
당진,2018-01-17,395.93130309481694,겨울,3.4,0.0,0.0,2.2,10.0,3.3,0.0,0.0,3.5,102.3902632607103,286.034119652828,0.9152446324796208,1
당진,2018-01-18,235.99591140414668,겨울,1.7,0.0,0.0,0.0,10.0,1.8,0.0,0.0,2.8,242.41988270691456,306.93416312761315,15.75272764036107,1
당진,2018-01-19,139.04426356174463,겨울,-0.6,0.0,0.0,0.0,10.0,8.6,0.0,0.0,1.4,243.9388319657205,75.17904855286447,6.627655306940541,1
당진,2018-01-20,200.736616878774,겨울,0.3,0.0,0.0,0.0,10.0,5.4,0.0,0.0,0.6,358.5135686065756,243.2506353316036,10.174723358460383,1
당진,2018-01-21,356.019025308364,겨울,0.5,0.0,0.0,0.0,10.1,7.0,0.0,0.0,0.7,157.51151655082893,329.3677857473232,9.058823624026155,1
당진,2018-01-22,200.39853702866736,겨울,1.8,0.0,0.0,1.3,10.1,3.2,0.0,0.0,1.2,219.4380470181397,470.7544892752183,5.247592353894119,1
당진,2018-01-23,202.7001871631433,겨울,-8.3,0.0,0.0,0.5,10.1,8.5,0.0,0.0,-1.5,295.87797720024554,276.263797262846,6.144686875239508,1
당진,2018-01-24,39.49961194697975,겨울,-11.0,0.0,0.0,0.0,10.1,6.3,0.0,0.0,-1.7,186.74714586598972,52.88369660635024,10.088863457969552,1
