지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
129,서산,2017-10-03,16.7,,,,11.7,6.1,1100,1.92,10.84,,4.8,2,19.8
129,서산,2017-10-04,15.7,,,,11.7,9.3,1100,2.09,13.34,,4.1,0,20.8
129,서산,2017-10-05,17,,,,11.7,3.5,1000,1.43,7.36,,7.5,3.9,20.3
129,서산,2017-10-06,18,,,,11.6,4.3,1100,1.7,9.31,,6.6,6.6,22.5
129,서산,2017-10-07,19.1,,,,11.6,7.9,1200,1.64,10.91,,3.9,3.1,22.9
129,서산,2017-10-08,19.8,,,,11.6,9.8,1100,1.78,11.77,,3.3,2,24.5
129,서산,2017-10-09,20.1,,,,11.5,9.4,1200,1.91,11.93,,3.8,2.5,25.1
129,서산,2017-10-10,20.3,1.65,.2,.2,11.5,1.8,1000,1.04,6.96,,9,5.6,23.8
129,서산,2017-10-11,16,9.62,2.6,8.2,11.4,.1,1300,1.02,4.82,,9.9,6.4,20.5
129,서산,2017-10-12,11.2,6.3,.4,.8,11.4,0,1200,.57,4.11,,6.8,4.1,17.5
129,서산,2017-10-13,11.5,,,,11.4,8.2,1100,2.47,14.89,,3.3,.3,17.2
129,서산,2017-10-14,13.5,,,,11.3,8.2,1200,2.38,14.3,,5,2.4,18.2
129,서산,2017-10-15,14.9,,,,11.3,6.9,1200,2.37,13.42,,5.5,.5,18.8
129,서산,2017-10-16,15.7,,,,11.3,2.3,1300,1.69,8.64,,7.3,3.6,19.2
129,서산,2017-10-17,14.6,,,,11.2,10.1,1200,2.25,14.89,,2.6,0,21.1
129,서산,2017-10-18,16.4,.2,0,0,11.2,.1,1100,.93,4.78,,9.1,7.8,18.9
129,서산,2017-10-19,15.6,,,,11.1,9,1100,2.24,13.14,,2.6,1.1,20.3
129,서산,2017-10-20,15.6,,,,11.1,10.1,1200,2.23,14.69,,.3,.1,20.3
129,서산,2017-10-21,15.6,,,,11.1,10.1,1200,2.2,14.25,,0,0,19.8
129,서산,2017-10-22,15.8,,,,11,10.1,1200,2.16,14.18,,1,.4,19.1
129,서산,2017-10-23,12.6,,,,11,10.1,1200,2.1,13.61,,1.1,0,18.4
129,서산,2017-10-24,12.1,,,,10.9,7.9,1300,2.09,12.27,,2.4,1.9,17.4
129,서산,2017-10-25,11.5,,,,10.9,9.7,1100,2.25,13.86,,2.6,.4,17.8
129,서산,2017-10-26,13.4,,,,10.9,4.5,1100,2.03,10.04,,7.9,6,19.1
129,서산,2017-10-27,15.4,,,,10.8,8.4,1100,2,12.39,,2.8,2.8,20.3
129,서산,2017-10-28,15.8,,,,10.8,10,1200,2.12,13.38,,0,0,19.9
129,서산,2017-10-29,11.6,,,,10.8,7.4,1100,1.93,10.95,,.6,.6,16
129,서산,2017-10-30,6.8,,,,10.7,10.2,1200,2.4,15.12,,0,0,12
129,서산,2017-10-31,8.4,,,,10.7,10.1,1200,1.41,8.97,,2,.6,10.7
129,서산,2017-11-01,13.3,,,,10.7,1.6,1200,.61,2.83,,,,13.7
129,서산,2017-11-02,13.6,,,,10.6,4.1,1300,.95,4.23,,,,15.8
129,서산,2017-11-03,11.6,,,1.7,10.6,6.3,1300,1.22,5.93,,,,13.1
129,서산,2017-11-04,6.8,,,,10.6,9.3,1100,1.21,7.28,,,,9.6
129,서산,2017-11-05,6.9,,,,10.5,9.6,1300,1.32,7.71,,,,10.4
129,서산,2017-11-06,8.4,,,,10.5,9.4,1100,2.4,12.78,,,,11.4
129,서산,2017-11-07,13.6,,,.4,10.5,6.4,1200,1.23,6.12,,,,13.7
129,서산,2017-11-08,12.6,,,,10.4,7.4,1200,1.37,7.24,,,,14
129,서산,2017-11-09,7.7,,,,10.4,9.2,1200,1.29,7.63,,,,9.9
129,서산,2017-11-10,10.4,,,4.3,10.4,3.1,1100,.78,2.59,,,,9.7
129,서산,2017-11-11,6,,,,10.3,9.3,1200,1.34,8.18,,,,7.7
129,서산,2017-11-12,4.5,,,,10.3,9.4,1100,1.16,7.51,,,,7.2
129,서산,2017-11-13,8.8,,,0,10.3,.6,1200,.57,2.78,,,,8.5
129,서산,2017-11-14,9,,,,10.3,8.9,1200,1.19,7.31,,,,9.1
129,서산,2017-11-15,6.5,,,0,10.2,8.4,1200,1.01,5.73,,,,7.4
129,서산,2017-11-16,2.1,,,,10.2,9.3,1200,1.25,7.46,,,,5.7
129,서산,2017-11-17,5.3,,,.3,10.2,1.5,900,.49,1.63,,,,5
129,서산,2017-11-18,.8,,,,10.1,9.3,1200,1.31,7.96,,,,3.6
129,서산,2017-11-19,.5,,,0,10.1,7.6,1300,1.07,5.74,,,,3.8
129,서산,2017-11-20,2.3,,,.2,10.1,6.1,1200,1.16,5.38,,,,3
129,서산,2017-11-21,1.5,,,,10.1,9.2,1200,1.2,7.44,,,,3.1
129,서산,2017-11-22,6.4,,,.9,10,5.4,1200,.87,3.94,,,,4.9
129,서산,2017-11-23,2.3,,,2.4,10,6.1,1200,1.14,4.92,,,,2.1
129,서산,2017-11-24,.9,,,5.2,10,6.5,1200,.92,4.33,,,,3.2
129,서산,2017-11-25,5.2,,,9.3,10,6.6,1300,.67,3.83,,,,3.7
129,서산,2017-11-26,5,,,,9.9,8.5,1100,.97,5.31,,,,5.7
129,서산,2017-11-27,2,,,,9.9,9.1,1200,1.19,7.33,,,,3.2
129,서산,2017-11-28,6,,,,9.9,6.1,1200,1.12,5.32,,,,5.5
129,서산,2017-11-29,4.5,,,0,9.9,8.6,1200,1.18,6.01,,,,5.6
129,서산,2017-11-30,.3,,,,9.9,9,1200,1.17,6.77,,,,1.8
129,서산,2017-12-01,-.2,,,0,9.8,8.7,1200,1.19,6.97,,,,2.2
129,서산,2017-12-02,1.9,,,,9.8,7.2,1100,.91,4.71,,,,1.8
129,서산,2017-12-03,6.1,,,1.8,9.8,1.7,1300,.55,2.64,,,,5.8
129,서산,2017-12-04,1.6,,,0,9.8,7.4,1200,1.18,6.26,,,,2.6
129,서산,2017-12-05,-2.1,,,0,9.8,8.7,1300,1.21,5.9,,,,.5
129,서산,2017-12-06,1.9,,,7.3,9.8,8.5,1200,1.12,5.33,,,,2.2
129,서산,2017-12-07,2.8,,,1.4,9.8,6.9,1200,.94,4.94,,,,3.6
129,서산,2017-12-08,-1,,,.1,9.7,8.5,1100,1.14,6.5,,,,1.1
129,서산,2017-12-09,.8,,,.2,9.7,4.2,1000,.74,4.07,,,,1.7
129,서산,2017-12-10,4.1,,,1.1,9.7,3.4,1200,.54,2.46,,,,2.9
129,서산,2017-12-11,-3.3,,,.3,9.7,3.6,1200,.59,3.42,,,,-.5
129,서산,2017-12-12,-5.2,,,0,9.7,7.4,1100,1.05,5.38,,,,-2
129,서산,2017-12-13,-5.8,,,,9.7,9.1,1200,1.18,6.87,,,,-2.4
129,서산,2017-12-14,-5.4,,,,9.7,5.2,1100,.97,4.61,,,,-2.8
129,서산,2017-12-15,-1.7,,,.4,9.7,1.9,1200,.68,3.09,,,,-1.8
129,서산,2017-12-16,-2.2,,,,9.7,7.7,1200,1.13,5.04,,,,-1
129,서산,2017-12-17,-3.8,,,0,9.7,8.4,1200,1.09,6.13,,,,-1.4
129,서산,2017-12-18,,,,.3,9.7,2.5,1000,.72,1.28,,,,-.8
129,서산,2017-12-19,-2.2,,,.1,9.6,8.1,1200,.92,5.06,,,,.6
129,서산,2017-12-20,-2.5,,,.2,9.7,5,1100,.81,3.73,,,,-.6
129,서산,2017-12-21,-2,,,,9.6,8.4,1200,.93,5.03,,,,-.1
129,서산,2017-12-22,1.8,,,,9.7,8.2,1200,.83,4.32,,,,.9
129,서산,2017-12-23,4.5,,,,9.6,6.6,1200,.82,4.15,,,,2.9
129,서산,2017-12-24,4.2,,,16.2,9.7,0,1300,.18,.9,,,,3.4
129,서산,2017-12-25,-.7,,,.4,9.7,8.8,1200,.98,5.56,,,,1.2
129,서산,2017-12-26,-1.8,,,.2,9.7,6.4,1300,.9,4.15,,,,.9
129,서산,2017-12-27,-4.7,,,,9.7,8.8,1200,.96,5.55,,,,-1.2
129,서산,2017-12-28,,,,,9.7,.6,1600,.13,.15,,,,-.8
129,서산,2017-12-29,2.2,,,,9.7,3.3,1200,.63,2.73,,,,1.5
129,서산,2017-12-30,1.4,,,5.9,9.7,3.5,1100,.68,2.54,,,,1.5
129,서산,2017-12-31,.8,,,0,9.7,8.3,1200,.92,5.3,,,,1.5
129,서산,2018-01-01,-2.2,,,,9.7,8.7,1300,1.63,6.95,,,,-.1
129,서산,2018-01-02,,,,,9.7,3.1,1300,.47,2.47,,,,-.7
129,서산,2018-01-03,,,,,9.7,8.7,1200,.94,5.54,,,,-.1
129,서산,2018-01-04,-3.9,,,,9.7,4.5,1200,.8,2.61,,,,-1.2
129,서산,2018-01-05,-1.9,,,,9.8,6.9,1200,1.05,4.23,,,,-.5
129,서산,2018-01-06,-2.8,,,,9.8,8.7,1200,.99,6.22,,,,-.4
129,서산,2018-01-07,-1.6,,,,9.8,1.3,1000,.53,2.22,,,,-1.3
129,서산,2018-01-08,.9,,,2.2,9.8,.7,1400,.56,2.08,,,,.3
129,서산,2018-01-09,-2,,,11.1,9.8,6,1100,.83,3.98,,,,-.1
129,서산,2018-01-10,-5.7,,,2.5,9.8,.4,1300,.28,1.61,,,,.1
129,서산,2018-01-11,-7.9,,,0,9.8,5.1,1200,.75,4.4,,,,.3
129,서산,2018-01-12,-7.7,,,0,9.9,8.8,1300,1.05,6.29,,,,.1
129,서산,2018-01-13,-2.6,,,1,9.9,7.1,1200,.91,4.62,,,,.2
129,서산,2018-01-14,.2,,,,9.9,7.1,1300,.96,5.14,,,,-.1
129,서산,2018-01-15,3.4,,,,9.9,8,1200,1.64,8.87,,,,1.8
129,서산,2018-01-16,2.9,,,.2,9.9,0,1200,.69,3.19,,,,1.7
129,서산,2018-01-17,3.4,,,2.2,10,3.3,1200,1.53,6.58,,,,3.5
129,서산,2018-01-18,1.7,,,0,10,1.8,1200,1.22,6.14,,,,2.8
129,서산,2018-01-19,-.6,,,,10,8.6,1200,1.84,11.04,,,,1.4
129,서산,2018-01-20,.3,,,,10,5.4,1100,1.46,8.14,,,,.6
129,서산,2018-01-21,.5,,,,10.1,7,1200,1.91,10.34,,,,.7
129,서산,2018-01-22,1.8,,,1.3,10.1,3.2,1100,1.19,5.66,,,,1.2
129,서산,2018-01-23,-8.3,,,.5,10.1,8.5,1200,2.22,12.39,,,,-1.5
129,서산,2018-01-24,-11,,,0,10.1,6.3,1100,1.39,8.93,,,,-1.7
129,서산,2018-01-25,-10.7,,,,10.2,7.5,1200,2.24,12.67,,,,-3.2
129,서산,2018-01-26,-11.8,,,,10.2,9,1200,2.17,11.58,,,,-4.6
129,서산,2018-01-27,-9,,,,10.2,9,1200,2.21,13.58,,,,-3.7
129,서산,2018-01-28,-4.4,,,0,10.3,7.3,1200,2.02,11.15,,,,-1.5
129,서산,2018-01-29,-6.3,,,0,10.3,7.7,1200,2.22,12.39,,,,-1.7
129,서산,2018-01-30,-5.4,,,0,10.3,6.4,1200,2.11,10.95,,,,-2.6
129,서산,2018-01-31,-2.2,,,,10.4,2.7,1200,.93,6.47,,,,-1
129,서산,2018-02-01,-4,,,,10.4,9.7,1200,2.39,14.79,,,,-1.4
129,서산,2018-02-02,-4.3,,,,10.4,9,1200,2.24,14.18,,,,-1.4
129,서산,2018-02-03,-5.4,,,0,10.4,9.2,1200,2.19,13.47,,,,-1.2
129,서산,2018-02-04,-6.9,,,,10.5,9.4,1200,2.48,14.51,,,,-2.5
129,서산,2018-02-05,-7.5,,,,10.5,9,1200,2.37,13.9,,,,-3.1
129,서산,2018-02-06,-7.6,,,0,10.5,9.1,1300,2.42,14.15,,,,-3
129,서산,2018-02-07,-8,,,,10.6,9.6,1300,2.41,15.53,,,,-2.5
129,서산,2018-02-08,-3.8,,,,10.6,6.7,1200,2.26,10.92,,,,0
129,서산,2018-02-09,.4,,,,10.7,4,1300,2.07,9.6,,,,.7
129,서산,2018-02-10,-.7,,,,10.7,6.1,1200,2,11.28,,,,.8
129,서산,2018-02-11,-4.4,,,5.1,10.7,5.3,1100,2.2,10.54,,,,-.9
129,서산,2018-02-12,-6.3,,,1.7,10.8,5.7,1100,2.04,11.56,,,,-.5
129,서산,2018-02-13,-2.4,,,.5,10.8,9.9,1300,2.42,13,,,,-.6
129,서산,2018-02-14,3.1,,,,10.8,5.2,1300,1.77,9.18,,,,1.2
129,서산,2018-02-15,-1.6,,,,10.9,9.9,1200,2.59,15.74,,,,1.2
129,서산,2018-02-16,-1.5,,,,10.9,9.6,1300,2.45,14.42,,,,.6
129,서산,2018-02-17,-2.7,,,,10.9,8.8,1200,2.65,16.67,,,,.5
129,서산,2018-02-18,-.6,,,,11,2.9,1300,1.44,9.12,,,,.5
129,서산,2018-02-19,.5,,,,11,6.7,1100,1.98,11.57,,,,1.3
129,서산,2018-02-20,.3,,,,11,7,1300,2.32,13.41,,,,1.1
129,서산,2018-02-21,-1.7,,,,11.1,10,1200,2.67,15.97,,,,.8
129,서산,2018-02-22,-.3,,,.1,11.1,9.6,1300,2.56,15.5,,,,.3
129,서산,2018-02-23,4.3,,,.1,11.2,4.8,1100,1.59,9.46,,,,1.9
129,서산,2018-02-24,2.1,,,,11.2,9.5,1200,2.62,16,,,,3.1
129,서산,2018-02-25,1.2,,,,11.2,9,1300,2.46,16.43,,,,3.1
129,서산,2018-02-26,.6,,,,11.3,10.3,1200,2.76,18.77,,,,2.6
129,서산,2018-02-27,3.3,,,,11.3,.3,1100,1.51,7.66,,,,1.8
129,서산,2018-02-28,4.9,,,33,11.3,0,1200,.24,1.46,,,,3.1
129,서산,2018-03-01,.1,,,1.8,11.4,9.4,1200,2.58,17.11,,,,3.4
129,서산,2018-03-02,-.8,,,,11.4,10.5,1200,2.89,19.75,,,,2.8
129,서산,2018-03-03,7,,,,11.5,10.3,1200,2.75,17.7,,,,5.2
129,서산,2018-03-04,10.6,,,21.4,11.5,1.1,1400,1.5,7.69,,,,9.5
129,서산,2018-03-05,6.1,,,8.9,11.5,4.8,1500,1.85,10.84,,,,7
129,서산,2018-03-06,3.6,,,,11.6,10.6,1200,2.96,19.93,,,,6.1
129,서산,2018-03-07,5.4,,,3.7,11.6,2.2,1200,1.84,11.22,,,,6.1
129,서산,2018-03-08,2.9,,,7.2,11.7,4.6,1200,1.89,10.78,,,,5.7
129,서산,2018-03-09,2.8,,,,11.7,8.3,1200,2.54,15.77,,,,5
129,서산,2018-03-10,2.8,,,,11.7,9.9,1100,2.9,19.17,,,,5.2
129,서산,2018-03-11,5.1,,,,11.8,9.4,1200,2.95,18.74,,,,7.9
129,서산,2018-03-12,5.7,,,,11.8,9.7,1200,2.67,17.62,,,,6.6
129,서산,2018-03-13,10.9,,,,11.8,.2,1200,1.57,8.72,,,,8.7
129,서산,2018-03-14,14.4,,,.6,11.9,8.3,1300,2.97,17.84,,,,12.6
129,서산,2018-03-15,10.6,,,15.2,11.9,0,1300,.4,1.79,,,,11.2
129,서산,2018-03-16,6.8,,,,12,10.8,1400,2.72,19.44,,,,9.8
129,서산,2018-03-17,5,,,,12,10.9,1200,3.09,21.09,,,,8.7
129,서산,2018-03-18,6.5,,,4.1,12.1,0,1400,1.11,6.09,,,,8.2
129,서산,2018-03-19,8,,,7.1,12.1,0,1400,.65,3.62,,,,8.3
129,서산,2018-03-20,6.2,,,,12.1,6.4,1100,2.83,15.39,,,,7.1
129,서산,2018-03-21,1.2,,,6.5,12.2,0,1000,.51,3.54,,,,3.3
129,서산,2018-03-22,3.8,,,.1,12.2,11.2,1200,3.13,22.38,,,,7.6
129,서산,2018-03-23,3.7,,,,12.2,8,1200,3.27,21.1,,,,7.3
129,서산,2018-03-24,5.7,,,,12.3,6.5,1200,2.55,15.56,,,,8.3
129,서산,2018-03-25,5.9,,,,12.3,6.6,1300,2.98,16.87,,,,10.2
129,서산,2018-03-26,8.1,,,,12.4,6.9,1200,3.13,18.06,,,,10.7
129,서산,2018-03-27,10.6,,,,12.4,10.2,1200,2.7,19.11,,,,11.1
129,서산,2018-03-28,12.1,,,,12.4,10.3,1200,2.81,19.9,,,,12
129,서산,2018-03-29,13.6,,,,12.5,1.8,1400,1.86,10.21,,,,14.3
129,서산,2018-03-30,11.1,,,,12.5,7.6,1300,2.86,18.61,,,,13.2
129,서산,2018-03-31,11.7,,,,12.6,10.1,1300,2.92,20.6,,,,13.3
129,서산,2018-04-01,13.1,,,,12.6,0,1200,.87,4.67,,,,12
129,서산,2018-04-02,15.9,,,,12.6,10,1200,3.2,21.59,,,,15.8
129,서산,2018-04-03,16.9,,0,0,12.7,5.6,1100,1.82,11.98,,,,16.7
129,서산,2018-04-04,11.6,,4,7.9,12.7,3.5,1000,1.9,12.13,,,,14.8
129,서산,2018-04-05,9.3,,2.7,23.3,12.7,0,1200,.59,2.81,,,,11.1
129,서산,2018-04-06,6.2,,3.3,9.7,12.8,7.2,1200,2.87,15.64,,,,10
129,서산,2018-04-07,4.8,,,,12.8,11.5,1200,3.44,24.24,,,,8.4
129,서산,2018-04-08,6.4,,,,12.9,7.9,1000,2.6,16.83,,,,7.9
129,서산,2018-04-09,8.9,,,,12.9,10.1,1200,3.27,23.66,,,,12.1
129,서산,2018-04-10,14,,1.3,2.4,12.9,6.5,1100,3,17.34,,,,12.7
129,서산,2018-04-11,11.8,,,,13,11.8,1200,3.42,25.78,,,,15.5
129,서산,2018-04-12,10.8,,,,13,12,1200,3.33,25.24,,,,14
129,서산,2018-04-13,12.9,,.1,.1,13,.9,1100,2.55,11.32,,,,11.3
129,서산,2018-04-14,8.1,,5.1,17.8,13.1,.6,1100,.56,3.53,,,,9.6
129,서산,2018-04-15,7.6,,,,13.1,11.1,1200,3.13,23.61,,,,12
129,서산,2018-04-16,9.2,,,,13.2,12.3,1200,3.26,24.98,,,,13.4
129,서산,2018-04-17,10.2,,,,13.2,10.6,1200,3.34,23.53,,,,13.4
129,서산,2018-04-18,9.4,,,,13.2,12.3,1200,3.41,26.75,,,,13.7
129,서산,2018-04-19,10.8,,,,13.3,11.7,1200,3.31,25.18,,,,14.1
129,서산,2018-04-20,15,,,,13.3,12,1200,3.26,25.08,,,,17.3
129,서산,2018-04-21,15.3,,,,13.3,12.2,1200,3.59,27.65,,,,18
129,서산,2018-04-22,15.7,,.7,2.7,13.4,0,1300,.81,4.53,,,,14.6
129,서산,2018-04-23,11.4,,11,67.7,13.4,0,1100,.44,2.35,,,,12.1
129,서산,2018-04-24,12.4,,.9,1.2,13.5,.1,1100,1.94,10.16,,,,13.1
129,서산,2018-04-25,13.4,,,,13.5,12.5,1200,3.45,27.18,,,,15.6
129,서산,2018-04-26,12.8,,,,13.5,12.2,1200,3.18,24.46,,,,15.9
129,서산,2018-04-27,12.9,,,,13.6,12,1200,3.17,24.46,,,,16
129,서산,2018-04-28,12.6,,,,13.6,11.3,1200,3.62,28.25,,,,17.3
129,서산,2018-04-29,13.6,,,,13.6,11.8,1200,3.5,26.86,,,,16.7
129,서산,2018-04-30,17.6,,,,13.7,5.6,1100,2.91,18,,,,19.4
129,서산,2018-05-01,18.7,,.1,.1,13.7,2,1100,2.13,11.14,,,,18.9
129,서산,2018-05-02,14.2,,2.7,4.9,13.7,1,1200,1.32,7.33,,,,16.1
129,서산,2018-05-03,11.3,,,,13.8,12.3,1200,3.6,26.58,,,,15.4
129,서산,2018-05-04,14.5,,,,13.8,12.5,1200,3.65,29.04,,,,16.4
129,서산,2018-05-05,17.1,,0,0,13.8,10.4,1200,3.5,24.57,,,,18
129,서산,2018-05-06,15.6,,5.2,34.6,13.9,.1,1400,.7,4.85,,,,16.1
129,서산,2018-05-07,17.9,,,,13.9,7.2,1300,2.53,17.45,,,,18.8
129,서산,2018-05-08,17.6,,,,13.9,11.5,1200,3.48,25.36,,,,18.8
129,서산,2018-05-09,14.7,,,,14,12.9,1200,3.47,28.37,,,,20.1
129,서산,2018-05-10,13,,,,14,10.1,1200,3.59,25.59,,,,18.3
129,서산,2018-05-11,14.8,,,,14,6,1200,3.65,20.31,,,,19
129,서산,2018-05-12,14.3,,6.6,54.1,14,0,1400,.29,1.81,,,,15.2
129,서산,2018-05-13,14.2,,,,14.1,5,1500,2.42,15.71,,,,17.5
129,서산,2018-05-14,17.3,,,,14.1,9,1200,3.15,23.48,,,,19.5
129,서산,2018-05-15,21.5,,0,0,14.1,7.6,1100,3.05,18.87,,,,21.4
129,서산,2018-05-16,21.7,,2.3,4.1,14.2,0,1100,.26,1.82,,,,20.8
129,서산,2018-05-17,20.4,,6.9,27.3,14.2,.4,1100,1.61,4.39,,,,20.5
129,서산,2018-05-18,16.3,,1.3,2,14.2,0,1200,1.03,5.96,,,,18.4
129,서산,2018-05-19,17.5,,,,14.2,13,1200,3.65,30.11,,,,20.7
129,서산,2018-05-20,17.6,,,,14.3,8.6,1000,2.49,18.15,,,,17.1
129,서산,2018-05-21,16.7,,,,14.3,10.6,1100,3.54,24.7,,,,19
129,서산,2018-05-22,17,,3.4,13.1,14.3,2.3,1100,2.02,10.63,,,,18.4
129,서산,2018-05-23,16.1,,3.4,6.6,14.3,13,1200,3.72,30.73,,,,21.8
129,서산,2018-05-24,16.7,,,,14.3,12.9,1200,3.59,28.86,,,,19.3
129,서산,2018-05-25,17.8,,,,14.4,9.8,1200,3.32,24.6,,,,20.2
129,서산,2018-05-26,19.7,,,,14.4,13.1,1200,3.57,29.61,,,,23
129,서산,2018-05-27,17.8,,,,14.4,1,1100,1.16,10.84,,,,19.4
129,서산,2018-05-28,20.3,,,,14.4,12.9,1200,3.56,28.92,,,,23.9
129,서산,2018-05-29,20.6,,.9,.9,14.5,5.9,1200,3,18.83,,,,23.6
129,서산,2018-05-30,19.5,,0,0,14.5,9.5,1300,3.45,23.04,,,,23.2
129,서산,2018-05-31,18.5,,,,14.5,13.2,1200,3.6,29.62,,,,24.9
129,서산,2018-06-01,21.4,,,,14.5,13.6,1200,3.61,30.16,,,,26.9
129,서산,2018-06-02,21.2,,,,14.5,12.9,1200,3.63,29.77,,,,27.5
129,서산,2018-06-03,22.5,,,,14.5,13.3,1200,3.72,27.11,,,,27.5
129,서산,2018-06-04,20.5,,,,14.6,8.1,1100,2.89,20.54,,,,25.5
129,서산,2018-06-05,22.3,,0,0,14.6,12.3,1200,3.6,29.04,,,,29.6
129,서산,2018-06-06,20.7,,,,14.6,7.8,1200,3.44,22.17,,,,26.7
129,서산,2018-06-07,20.2,,,,14.6,7.4,1200,3.45,21.8,,,,27.8
129,서산,2018-06-08,20.2,,,,14.6,4.2,1500,2.06,14.2,,,,25.2
129,서산,2018-06-09,21,,8.8,12.2,14.6,6.7,1100,2.7,15.26,,,,24.6
129,서산,2018-06-10,20.5,,2.2,2.8,14.6,2.2,1300,2.76,13.56,,,,22.4
129,서산,2018-06-11,19.5,,0,0,14.6,3.2,800,1.82,11.75,,,,21.4
129,서산,2018-06-12,20.4,,,,14.6,11,1100,3.46,23.33,,,,24.4
129,서산,2018-06-13,20.2,,0,0,14.7,7.4,1100,3.02,17.79,,,,22
129,서산,2018-06-14,21.7,,2,2.7,14.7,4.1,1200,2.45,14.92,,,,22.8
129,서산,2018-06-15,21.7,,,,14.7,10.5,1200,3.44,25.2,,,,24.5
129,서산,2018-06-16,20.9,,,,14.7,12,1200,3.58,29.32,,,,27.4
129,서산,2018-06-17,20.4,,,,14.7,6.6,1100,2.93,19.57,,,,24.5
129,서산,2018-06-18,22.5,,,,14.7,12.1,1200,3.54,26.72,,,,28.8
129,서산,2018-06-19,20,,0,0,14.7,1.1,800,1.28,10.9,,,,23.6
129,서산,2018-06-20,21.8,,0,0,14.7,11.9,1300,3.42,27,,,,29.1
129,서산,2018-06-21,22.5,,,,14.7,10.6,1200,3.69,28.22,,,,30.7
129,서산,2018-06-22,23.5,,,,14.7,11.4,1200,3.5,27.71,,,,31.3
129,서산,2018-06-23,22.4,,,,14.7,9,1200,3.34,24.81,,,,28.5
129,서산,2018-06-24,23.3,,,,14.7,12.4,1200,3.36,27.81,,,,31.6
129,서산,2018-06-25,25.2,,,,14.7,8.3,1300,2.76,19.67,,,,30.9
129,서산,2018-06-26,22.2,,60,139.3,14.7,0,1400,.18,.98,,,,22.9
129,서산,2018-06-27,21.7,,.1,.2,14.7,7,1300,3.43,22.21,,,,25.4
129,서산,2018-06-28,21.9,,1.1,4.5,14.7,0,1300,.43,3.67,,,,23.3
129,서산,2018-06-29,22.5,,.2,.4,14.7,6.8,1500,2.44,18.2,,,,24.8
129,서산,2018-06-30,24.1,,.2,.2,14.7,3.6,1100,1.76,13.54,,,,26.2
129,서산,2018-07-01,21.3,,14.9,97.2,14.6,0,1400,.38,1.64,,,,21.9
129,서산,2018-07-02,23.9,,7.6,39,14.6,2.6,1300,3.35,13.63,,,,24.3
129,서산,2018-07-03,26.7,,2.9,2.9,14.6,10.9,1200,3.58,25.99,,,,29.2
129,서산,2018-07-04,25,,,,14.6,11.5,1400,2.99,21.27,,,,28.8
129,서산,2018-07-05,25.1,,.5,.5,14.6,3.5,1200,3.87,14.58,,,,27.2
129,서산,2018-07-06,24.5,,,,14.6,4.1,1000,2.2,15.58,,,,26.9
129,서산,2018-07-07,23.8,,,,14.6,11.7,1200,3.44,27.05,,,,27.3
129,서산,2018-07-08,22.9,,0,0,14.6,5.9,1200,3.54,19.73,,,,25.6
129,서산,2018-07-09,20.9,,2.8,12.9,14.6,0,1400,.49,3.75,,,,22.7
129,서산,2018-07-10,25.3,,.1,.1,14.5,.9,1200,1.5,10.54,,,,25.4
129,서산,2018-07-11,26.7,,.3,.3,14.5,5.8,1300,2.61,18.95,,,,27.5
129,서산,2018-07-12,26,,0,0,14.5,6.9,1600,2.13,14.73,,,,26.8
129,서산,2018-07-13,25.9,,,,14.5,6.8,1500,2.54,17.45,,,,27.5
129,서산,2018-07-14,26.2,,,,14.5,9.7,1200,3.4,23.18,,,,29.2
129,서산,2018-07-15,26.2,,,,14.4,11.4,1200,3.53,27.71,,,,30.7
129,서산,2018-07-16,26.1,,,,14.4,13.3,1200,3.48,28.47,,,,32.1
129,서산,2018-07-17,26.2,,,,14.4,12.3,1200,3.83,27.52,,4,,32.9
129,서산,2018-07-18,26.3,,,,14.4,12.5,1200,3.54,26.14,,,,34
129,서산,2018-07-19,26.4,,,,14.4,13.5,1200,3.67,28.3,,,,34
129,서산,2018-07-20,27,,,,14.3,13.2,1300,3.61,27.81,,,,34.6
129,서산,2018-07-21,28.3,,,,14.3,13.4,1200,3.37,26.79,,,,35.5
129,서산,2018-07-22,29.5,,0,0,14.3,9.6,1200,3.29,22.03,,,,35
129,서산,2018-07-23,28.8,,,,14.3,11.9,1300,3.48,25.11,,,,36.3
129,서산,2018-07-24,,,,,14.3,6.9,900,2.28,8.04,,,,32.2
129,서산,2018-07-25,28.5,,,,14.2,10.8,1200,3.47,24.15,,,,34.7
129,서산,2018-07-26,28.4,,,,14.2,9,1300,3.29,22.73,,,,36.8
129,서산,2018-07-27,28.6,,,,14.2,11.3,1300,3.23,20.92,,,,34.9
129,서산,2018-07-28,28.9,,,,14.2,10.2,1400,2.86,22.76,,,,37.2
129,서산,2018-07-29,30.7,,,,14.1,13.3,1100,3.18,26.45,,,,38
129,서산,2018-07-30,30.6,,,,14.1,13.2,1300,3.47,26.97,,,,38.8
129,서산,2018-07-31,30.3,,,,14.1,13.2,1200,3.42,27.27,,,,39.5
129,서산,2018-08-01,30.8,,,,14,13.1,1300,3.18,26.36,,1.1,,39.5
