위치,일자,현재발전출력,수평일사량1,수평일사량2,경사일사량1,경사일사량2,외기온도1,외기온도2,계절
당진,2020-01-27,372.7670924074678,163.06537641528158,359.2352090588365,341.4151050563963,353.0278620831126,16.013131840151416,12.053150785714328,겨울
당진,2020-01-28,183.64995820279842,258.00804685966983,418.9122457932775,272.7188563834302,190.806024827907,5.810421801053802,9.233959809783471,겨울
당진,2020-01-29,40.7221136864433,198.9950523835515,465.03636768083976,299.88214412806934,61.62798071027918,10.347668631520724,7.492738744364766,겨울
당진,2020-01-30,129.78142118587508,408.18898396068863,479.6304273650366,225.17640554118097,304.36382991751873,0.9051441481556551,9.294212274633818,겨울
당진,2020-01-31,297.34079385702216,302.2023618472077,145.86989548347864,342.3047169053486,324.4540071901418,14.79480574730345,9.59916235477096,겨울
당진,2016-01-01,344.7369155310826,121.55790379892066,479.46717896684936,27.63455994439947,57.03669653502134,3.548350635173699,14.799237531818735,겨울
당진,2016-01-02,242.99127902618963,407.58167983453524,71.39101222568783,84.41397030194996,196.92983730722696,10.355843350738636,0.4850529703259829,겨울
당진,2016-01-03,235.79608874785268,116.92728013843603,406.12116705941327,426.14747598240365,328.6351135389905,2.709110256833037,5.350774085009987,겨울
당진,2016-01-04,233.47370053777954,416.7467660451965,298.02917007863,354.45484036683195,121.28699187422598,4.950281255919173,13.796226051577104,겨울
당진,2016-01-05,156.82664359110052,448.81480081250015,281.4701762481164,1.6601981924633633,249.5180664390114,6.237962196705274,9.634900703906743,겨울
당진,2016-01-06,394.29556227674993,120.0856732208385,230.6236850015878,226.1714045673018,457.9698323262373,5.879721815160552,7.66841274857411,겨울
당진,2016-01-07,301.7050918251981,334.3797532713572,84.78956181906646,182.19729699603292,271.4022452935855,8.562897497186343,11.989633550695387,겨울
당진,2016-01-08,131.68165339063611,247.5583243190345,281.2739868032485,62.52318769588976,225.32734775331178,5.283624235847982,1.9970447705811067,겨울
당진,2016-01-09,245.0180488202332,25.485797233760252,196.710186901495,360.21515875106394,218.77084063888918,4.624547477443416,4.251717972368356,겨울
당진,2016-01-10,248.83408351869383,212.20537766936326,33.252050422017646,4.135747453643619,237.00890224495012,14.362741785725602,7.79387077531093,겨울
당진,2016-01-11,344.9748875437692,286.23795524796657,118.69930725885082,60.91898879631382,419.4766024505831,7.275032497027138,15.527338717628274,겨울
당진,2016-01-12,289.69312017716356,316.6861688793191,377.5305526402478,187.57048060651934,268.64665146692266,15.611800239107305,15.234445339670279,겨울
당진,2016-01-13,350.712003353279,407.40995247113244,476.05272024163787,48.289464196905655,142.25373476541245,8.311070609191939,9.99267700622117,겨울
당진,2016-01-14,287.74141793005737,123.18928072681184,144.23202866658852,170.18576245339278,201.60295128102186,12.717700570973784,12.003176964092257,겨울
당진,2016-01-15,239.57279101336178,352.6502370258515,89.56321273971062,287.9205278483465,404.3216588591749,15.90851391653841,7.2926401010612985,겨울
당진,2016-01-16,243.86516031995856,230.86685993009223,359.2622716838736,447.1378993925506,53.09036261800244,2.446554463681127,13.18051573513764,겨울
당진,2016-01-17,135.0540467629909,289.6757584092082,337.61008591831035,65.52013282155487,108.11916730327955,14.867819016866928,16.096022091624395,겨울
당진,2016-01-18,30.55599453950637,191.88190486102172,416.47788362093826,163.98503586435783,252.75318455554807,12.451551287881802,11.65096346314499,겨울
당진,2016-01-19,195.65861915418353,458.13875155640903,274.74601136521375,138.4010629180721,81.59875608048975,9.601934138627671,8.17419339863212,겨울
당진,2016-01-20,100.71690448351406,31.792011623207806,448.99602639181956,61.75957180523996,90.6195323817259,14.01494169904357,14.81428809631739,겨울
당진,2016-01-21,246.25027982418985,363.29427405714165,104.94057195995792,467.4895916675531,485.3673363732578,14.217547933038853,6.746345981627147,겨울
당진,2016-01-22,338.439974183479,458.7969513010229,417.96264694538667,382.0182548354359,156.04145707860016,3.381306858094532,6.373705996237216,겨울
당진,2016-01-23,224.1586071930692,240.13662762943977,68.24136704543392,301.8531351282782,236.511035757048,13.252090034860435,3.521164342230536,겨울
당진,2016-01-24,103.90474734750241,152.42359160696014,6.9238576922215875,272.0237633911219,484.09461292176525,3.199501415187693,14.752118341533205,겨울
당진,2016-01-25,268.6683776100636,278.26404733526033,441.130034095667,473.05072294322736,447.31971260647697,2.766108745936246,7.59940345172124,겨울
당진,2016-01-26,327.3343622674397,271.9772362804905,369.7676332380343,329.18385952955776,120.46983895440808,9.333786456006123,1.349207621367852,겨울
당진,2016-01-27,93.96273071457522,389.59616289691706,369.92161869828914,107.07934426841209,279.9085658709524,0.7198402779365642,10.63328798140407,겨울
당진,2016-01-28,133.40715986985737,64.02582901315687,274.53015498234714,81.03927891693917,298.12891280520904,6.707065019886397,6.476964564189619,겨울
당진,2016-01-29,123.23661352474544,334.991542452345,322.68319341661226,17.36607478647106,80.82002376124994,1.8555710676533523,6.7250628670479085,겨울
당진,2016-01-30,121.45081160485255,32.43034665491078,30.78296429408415,8.306536722186562,421.6524918396573,12.307516869421562,6.125305644828982,겨울
당진,2016-01-31,121.2200359389999,245.93531907658544,73.46779237868296,281.72837786158993,73.91282135840962,8.198553513312833,9.010848818100936,겨울
당진,2017-01-01,295.8858410485789,36.98356055047506,188.61838266387673,380.9146774672587,312.174495274961,9.969481474955519,0.7893242588967705,겨울
당진,2017-01-02,223.70475094100635,122.79635390717888,118.2773644897575,291.3269132032146,46.40412297753521,12.725203386557626,12.494979376595591,겨울
당진,2017-01-03,327.26482639341253,435.14264055320007,99.18630824634315,223.6173868946864,58.2477853815023,9.779779547015693,7.188547735642457,겨울
당진,2017-01-04,259.9208466627003,410.0501141757371,163.00817762692026,413.8965268094449,416.73408693875433,10.096050560587328,11.561110938903688,겨울
당진,2017-01-05,28.00633385869211,67.42539578683696,210.92370469670328,262.0890004260019,427.1185679789807,9.413894029884682,10.522402145912706,겨울
당진,2017-01-06,177.23916894258727,349.90765842366113,254.28058142862074,476.3109051696533,362.0100686958838,15.841190156712024,4.723976850556307,겨울
당진,2017-01-07,71.35041948207773,417.94645957311064,305.1721672897615,112.73313110512044,238.73327979646027,14.210424818849585,11.168378313927981,겨울
당진,2017-01-08,73.96043217631883,389.87750554281024,244.7129886826646,362.51981117147784,371.69240970539346,14.775580700118356,0.8896235077322033,겨울
당진,2017-01-09,307.4210780275657,82.21337303699787,291.9752101659279,231.8774442359515,339.16420344652795,12.465210970018669,2.0023182700923976,겨울
당진,2017-01-10,83.27846133853329,416.7809543268455,442.8168577748827,126.79624994835058,481.7396313645082,11.625113106418823,1.3569384957583561,겨울
당진,2017-01-11,392.98871733185183,140.5625352432427,336.949147737931,215.71236262376257,292.74028384977487,15.776567583276684,11.19410949256426,겨울
당진,2017-01-12,90.66011741439554,358.085753402755,134.6878952635656,61.93627045477958,24.984484058629736,16.409978095393658,2.0564965427990445,겨울
당진,2017-01-13,106.56515848518828,135.9662781709166,65.42841755721491,479.8453778390763,411.38890961808164,5.029614428517931,15.065244418276398,겨울
당진,2017-01-14,144.60573680924054,393.5317383784882,105.06407975778035,69.19724036082035,21.01891696914823,13.752070199082484,14.853089668223271,겨울
당진,2017-01-15,87.79503016971299,56.99892201171162,435.7811784381356,294.97406749347795,186.19910595881393,10.561247142124506,0.6588804115803487,겨울
당진,2017-01-16,360.9271408229249,388.0964286108429,367.4716232132536,315.00696009992294,163.76011772830276,8.13116973871632,10.66989905072189,겨울
당진,2017-01-17,291.52116521639203,386.9475453065267,119.66359372204487,391.4490236644317,331.5828879203499,1.0961746543190904,5.932173976951443,겨울
당진,2017-01-18,51.1978387043269,434.8798802982932,374.1101811183097,16.509654448196883,0.9479055720147983,4.739462735529682,4.087617488385179,겨울
당진,2017-01-19,119.191069608281,233.61609959115646,45.22732717552533,452.6153480366196,148.6534313822518,7.416983956200285,14.003609932912587,겨울
당진,2017-01-20,178.65494539902093,199.02288797892257,177.15682503944848,62.16405466141589,319.9703669977588,16.250305561856358,10.941384538177712,겨울
당진,2017-01-21,77.50991607991547,425.62693311917536,474.55937846121526,91.97140797427399,229.85307983180675,5.395218725648262,1.3758678179402193,겨울
당진,2017-01-22,127.73186509679432,256.9483548260378,370.6024138133736,309.0400323021572,82.30166598971343,1.1047899108161499,11.728986871787018,겨울
당진,2017-01-23,318.53728369246534,28.770123460000413,314.86371986017355,412.3009530569515,89.7099882252607,8.044275598666161,0.02983891847092876,겨울
당진,2017-01-24,81.91358464282057,393.37200100918864,434.7434745235165,6.150964329717111,332.4237551435907,11.740346495667097,4.655304016846245,겨울
당진,2017-01-25,143.80237616461937,331.61573731211985,134.9712802293898,114.13248273017128,469.60213118437395,8.9346253348102,7.2973161999780904,겨울
당진,2017-01-26,47.23175302049476,50.47781316401095,100.27328073740819,450.5649542799945,383.0895545026877,6.618430177847533,15.531846340233669,겨울
당진,2017-01-27,162.28831330766448,344.71785496317506,221.8195476072239,206.71844106416762,9.861136037335392,15.796021702627685,9.15625098085829,겨울
당진,2017-01-28,11.618626316070154,227.6563222655116,178.71026697244216,340.2723011234594,59.39369237663991,3.548147407692962,7.090539465617394,겨울
당진,2017-01-29,68.23256490091704,86.317180928724,278.9635737453545,323.183771446534,24.032303153902284,9.306990438693093,2.5418677025379144,겨울
당진,2017-01-30,48.66315247481972,216.02265111888994,98.41116370040581,232.43437705434724,0.3584584116810068,4.2595542219680125,4.105674228967884,겨울
당진,2017-01-31,42.256306779412824,310.07787648715265,374.6213893070128,184.9074741106186,255.46256490113277,9.203539671086066,14.906302264553348,겨울
당진,2018-01-01,27.9768383800667,173.63841389241364,127.14930481306696,104.87640907689203,307.05793306484463,12.717490993332579,5.77008588375921,겨울
당진,2018-01-02,390.8109909933556,145.47132284427028,35.477369712730194,436.2739526812647,131.2646634021888,8.648818354544625,10.30562105014023,겨울
당진,2018-01-03,125.18433457221448,284.08579673870236,348.8768414415335,45.85984672234828,186.81717847560967,5.378907294943683,10.181365982428684,겨울
당진,2018-01-04,88.06655589334629,3.896404927065189,267.0568089161096,38.989421679747146,299.06373203180755,2.2111830800612204,3.2018128517890614,겨울
당진,2018-01-05,62.365552968886846,432.82073467294333,345.45497480890924,176.72000485957244,7.142756189813103,8.533557341134259,0.5716085992208904,겨울
당진,2018-01-06,123.68970465944427,392.8724047382751,233.3560630015677,156.60190316045404,340.71179588497887,10.988135109551951,14.073001899203923,겨울
당진,2018-01-07,138.33618093235347,236.64849341065263,176.7738225864998,223.7746049617061,235.86023752280883,13.786802173559387,8.431571321264686,겨울
당진,2018-01-08,290.1193344824395,119.75251502393269,267.38709244957766,59.46005115479714,194.61215760868336,13.288279169001164,13.792920566736989,겨울
당진,2018-01-09,109.23135736862756,26.479243894338442,224.8426836029651,379.68580012469357,479.5282384323991,3.5797808886911198,3.829349962279228,겨울
당진,2018-01-10,42.65938046744228,190.83053514104958,210.08499797116323,429.3258369723441,119.32386919979902,0.6000021739133428,5.65362685246958,겨울
당진,2018-01-11,11.39093569367013,260.51020988026556,203.97420203959192,274.2832134734464,467.2531417554674,4.952750943459254,12.050730576131002,겨울
당진,2018-01-12,298.3531892368945,339.6443249166727,362.11849004146956,72.32590811935458,395.14641974539114,2.7728183198988954,11.913736311276526,겨울
당진,2018-01-13,144.89971032782077,424.17682441601306,386.2858816923289,427.0219447603059,392.0482237766761,6.546283743672105,9.697431169985299,겨울
당진,2018-01-14,330.79801468668614,70.3604275194753,12.630534327229753,8.454250742352707,226.8511768186442,4.435798551127335,2.061489134446367,겨울
당진,2018-01-15,5.302209644541578,125.41900669103208,29.816164406309902,171.77024867331076,158.86888850950797,2.8097010192338305,12.171415550479335,겨울
당진,2018-01-16,304.48098771429983,407.2795345155222,469.08420402555015,62.826913917487445,53.06912029012314,9.846186732645812,10.142214593575746,겨울
당진,2018-01-17,395.93130309481694,187.2493079773245,17.531218544096102,484.31182487039183,87.7564144352642,1.0705437675790421,0.7599454973801997,겨울
당진,2018-01-18,235.99591140414668,275.7857702255798,209.05399518824933,278.04772972860934,335.820596526617,15.650322229378476,15.855133051343659,겨울
당진,2018-01-19,139.04426356174463,237.34652383726225,250.5311400941788,12.858042719556156,137.5000543861728,9.736919287148208,3.5183913267328752,겨울
당진,2018-01-20,200.736616878774,434.9879834441291,282.03915376902205,372.2582249338446,114.24304572936256,14.691432260056834,5.658014456863937,겨울
당진,2018-01-21,356.019025308364,111.74918954391858,203.27384355773927,229.44537381312605,429.29019768152034,2.1982012566932654,15.919445991359044,겨울
당진,2018-01-22,200.39853702866736,267.2650570212819,171.61103701499752,480.80943615454896,460.6995423958876,5.208964684150015,5.286220023638222,겨울
당진,2018-01-23,202.70018716314334,242.97069847110163,348.78525592938945,245.2851174177599,307.24247710793196,10.123943496970776,2.16543025350824,겨울
당진,2018-01-24,39.49961194697975,150.5546858794221,222.93960585255743,53.35079104501129,52.41660216768918,7.139660750651991,13.038066165287113,겨울
당진,2018-01-25,79.72228559270462,275.01492069670275,427.0664996143516,382.0236677749429,425.934627562744,8.490312376573078,2.167727703030542,겨울
당진,2018-01-26,247.89522655267308,270.70259113942427,422.98258385245697,55.522161323488874,145.67501626655692,7.870943413779576,11.708094752656956,겨울
당진,2018-01-27,141.03700868510992,264.8125923099101,215.37680191338444,119.06440297365538,436.5701817740104,12.497888920869578,9.217349796862488,겨울
당진,2018-01-28,72.6619558140288,350.69289978048164,187.78760846593676,18.4316511080788,238.78515931859414,10.65572917732742,4.563309243151022,겨울
당진,2018-01-29,353.89564625786517,303.57475767915906,455.06269786684555,198.22725792001935,156.2763626379354,3.2436008056898946,0.8558640461954578,겨울
당진,2018-01-30,138.65554617601617,81.31753579586449,190.34752833573708,184.81598383423682,0.5888323366052118,13.265919868218916,1.010130217235426,겨울
당진,2018-01-31,174.7787149678285,140.56265142441057,112.66169572220058,192.53673229546905,37.58880708239029,6.705027024523471,3.558302626434061,겨울
당진,2021-01-01,96.01971914414553,348.28692268260465,309.07749405432355,262.46588959819366,296.90805793461806,3.4428710945483156,0.139882464077065,겨울
당진,2021-01-02,35.47195094035265,382.23798222623566,313.3162435842296,360.21137514384577,17.420425692793803,14.413143185957946,13.951983850003298,겨울
당진,2021-01-03,84.2552266490576,330.36601519677447,11.488801862485603,221.76468562706108,395.201836137519,0.8220198528332795,5.183496719251646,겨울
당진,2021-01-04,261.8065162519236,373.5158648910748,74.99939627646125,284.02098916446766,450.61573443091993,8.223775199524697,15.318246418389586,겨울
당진,2021-01-05,156.2175607197481,256.9477281722452,92.43363038779101,400.88201423024356,73.82719599253383,15.69710033617123,7.761506067939149,겨울
당진,2021-01-06,173.63711830852583,65.59459300940406,360.48926180366004,352.72795701077047,437.7926145070939,5.6166473878233285,16.05651287022829,겨울
당진,2021-01-07,82.12668683462454,199.33659287907804,210.29646882432192,354.4336337702462,12.44427222049886,14.399944734449884,2.6089474723297736,겨울
당진,2021-01-08,10.116488241641392,2.136362677546979,4.61300097099554,252.49940479102995,292.9221699145112,3.3420827435938274,10.125901300548664,겨울
당진,2021-01-09,123.01674297996807,291.2215533411188,42.76261360916524,410.1545833338634,364.4355138667477,5.387499015602206,5.774438431468375,겨울
당진,2021-01-10,114.19744715221101,247.80013450835574,149.85432008806492,422.428360820087,238.14122973271728,7.968256167678668,8.125865273958956,겨울
당진,2021-01-11,317.68321300239097,275.587786853574,293.415896625887,250.42108562263417,56.34256908674719,5.800612195356688,12.13200206382804,겨울
당진,2021-01-12,25.39226213593287,116.96625468423059,329.21147209953835,387.9974358777845,301.42884356798515,4.158050397880256,3.214966743653138,겨울
당진,2021-01-13,385.04132979609506,191.13692268790942,378.4511440678938,78.69960531780097,125.96959849510421,8.554135526579106,7.081442082476077,겨울
당진,2021-01-14,93.55325404933217,169.49420333033007,52.90168642291391,401.558321342266,41.86457914253335,3.520941161160427,12.009103624704858,겨울
당진,2021-01-15,335.5679803511501,317.1564557553963,305.4450810051464,429.34767904840015,372.26907360022074,16.00996786343446,16.05834120887487,겨울
당진,2021-01-16,69.76890500029877,165.12643376271248,55.34591498481056,342.1952554347964,53.35963572304033,10.355251299763806,13.72302532362574,겨울
당진,2021-01-17,372.5589584857467,251.44084923958553,460.1090703495511,440.4944388444651,67.49482333639283,13.260516768871183,11.965301035506178,겨울
당진,2021-01-18,301.89173613996167,76.86629086927391,199.4852304388399,462.6997587185734,435.18273411907666,5.109426331203976,12.67897986288092,겨울
당진,2021-01-19,306.84634315631405,335.08672316169367,362.02491400371906,333.4068031958528,265.49764966152463,3.139596287316628,2.0227713183663254,겨울
당진,2021-01-20,44.48995189524003,192.9190155773818,47.30809357098542,423.8841389886844,99.82453690381219,7.060212054423164,14.685165299913407,겨울
당진,2021-01-21,296.7659023513535,443.6543614116077,317.0089075556424,29.73186502575776,100.31132273751598,10.739601255495101,9.025371788578113,겨울
당진,2021-01-22,207.8739758389438,267.1686618923351,227.55125823776783,220.21689890775258,81.15454706585834,13.949722297183138,9.330520695852028,겨울
당진,2021-01-23,8.140223005259541,231.91930686749586,477.28684846987073,69.86662403571738,375.8678662259437,15.191192836954716,0.2837444376504055,겨울
당진,2021-01-24,259.03276536794596,339.0496209056365,385.8362100937311,356.19182498871857,453.8924065688055,11.91119165789511,15.669546749802983,겨울
당진,2021-01-25,117.36477752435867,332.96429456791014,189.05103232268607,451.15798255831027,225.98259850692767,0.05732388337707548,3.1618930501244233,겨울
당진,2021-01-26,349.4354511963019,301.95277079699764,408.69287382558923,435.99786373226823,284.4901452227765,5.167066275451839,2.981645180236584,겨울
당진,2021-01-27,191.3169568638756,77.92273174765837,247.1113843157603,11.85738086130515,287.8667811580239,1.577643714930544,4.194932674168499,겨울
당진,2021-01-28,209.6752078937265,114.15667670235109,391.211626339381,412.1931370165483,198.97187107887467,15.730071914272314,5.687606853256775,겨울
당진,2021-01-29,340.1619231240182,369.503544192254,356.0974695228287,419.2182246609041,48.52841915200888,10.60911494246621,12.485050308180416,겨울
당진,2021-01-30,125.6260100667463,263.67255624833075,409.2362074953683,22.742225422481674,421.3767692317388,9.810321503365834,0.398674031817101,겨울
당진,2021-01-31,232.74578486947993,371.3858926561448,21.0561889070105,131.8169538614214,23.135289897432276,12.710972456217013,15.469110888096651,겨울
당진,2021-02-01,310.28140951707724,244.7658096629592,290.9186620091049,268.1216779121986,313.7204510309462,3.9810001373291017,1.851388931274414,겨울
당진,2021-02-02,120.6422318504764,251.94850707293455,308.86693918629777,271.9925758877376,330.3300857352664,0.16810349760384397,-1.6150000095367432,겨울
당진,2021-02-03,305.72825415269045,243.19741943451666,279.62071677463194,265.2721549211922,299.84097875407105,-0.2750000024770761,0.4048611323038737,겨울
당진,2021-02-04,248.2912064100141,204.87347822731317,232.5141356770021,221.85851534042817,251.3748550265163,5.344396624071845,4.528333282470703,겨울
당진,2021-02-05,300.2642196984049,210.7734592127768,262.1586856348174,228.36730539692164,280.8665791001576,3.1750000880314753,2.757608579552692,겨울
당진,2021-02-06,343.83354907016314,276.3160044775313,333.4646674548476,300.5863635806013,360.1784543136802,0.4048611323038737,-1.7103449722816204,겨울
당진,2021-02-07,260.6524376005714,264.1411661216579,305.8795518614421,288.17766268144953,329.80163122001323,0.7672839341340242,2.614112946294969,겨울
당진,2021-02-08,202.36229585142743,159.73926113105634,178.62297763155945,173.57981409272983,195.5154662318044,2.4067707657814026,2.9474999618530275,겨울
당진,2021-02-09,278.923475435642,240.80335836131457,280.1440567396148,260.47869598768364,302.87423540879547,5.288690657842727,3.944047625102694,겨울
당진,2021-02-10,264.4532939773033,242.3387331097689,309.04336723654666,260.19932198282015,326.79655716423326,5.273469263193559,3.693220364845405,겨울
당진,2021-02-11,290.376969411054,255.7841629634909,294.13045902901104,276.59104454813905,314.2181820300088,3.5408333778381347,2.561397075653076,겨울
